token	type
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#000000)	color
black (#111111)	color
black (#111111)	color
black (#111111)	color
black (#111111)	color
black (#111111)	color
black (#111111)	color
black (#111111)	color
black (#111111)	color
black (#111111)	color
black (#111111)	color
black (#111111)	color
black (#111111)	color
black (#111111)	color
black (#111111)	color
black (#111111)	color
black (#111111)	color
black (#111111)	color
black (#111111)	color
black (#111111)	color
black (#111111)	color
black (#111111)	color
black (#111111)	color
black (#111111)	color
black (#111111)	color
black (#111111)	color
black (#111111)	color
black (#111111)	color
black (#111111)	color
black (#111111)	color
black (#111111)	color
black (#111111)	color
black (#111111)	color
cyan (#11F0F0)	color
darkviolet (#AB11F0)	color
deeppink (#F011BE)	color
lime (#03F011)	color
mediumspringgreen (#11F098)	color
deepskyblue (#11D0F0)	color
lime (#16F011)	color
springgreen (#11F086)	color
cyan (#11E3F0)	color
crimson (#F01128)	color
darkorange (#F07311)	color
cyan (#11F6F0)	color
crimson (#F0113B)	color
chocolate (#F06011)	color
lime (#07F011)	color
royalblue (#114EF0)	color
orangered (#F04E11)	color
lime (#11F007)	color
royalblue (#1160F0)	color
blue (#3B11F0)	color
yellow (#F0F611)	color
dodgerblue (#1173F0)	color
blue (#2811F0)	color
gold (#F0E311)	color
lawngreen (#86F011)	color
lime (#11F016)	color
gold (#F0D011)	color
chartreuse (#98F011)	color
lime (#11F003)	color
darkviolet (#BE11F0)	color
deeppink (#F011AB)	color
yellow (#F0F011)	color
darkturquoise (#11CFCF)	color
mediumblue (#4411CF)	color
mediumvioletred (#CF116A)	color
gold (#F5CF11)	color
limegreen (#11CF1F)	color
dodgerblue (#118FCF)	color
limegreen (#1ACF11)	color
deepskyblue (#11CFFA)	color
darkturquoise (#11B4CF)	color
crimson (#CF113F)	color
gold (#CFD511)	color
darkturquoise (#11DACF)	color
mediumvioletred (#CF1165)	color
goldenrod (#CFAF11)	color
gold (#FFCF11)	color
dodgerblue (#118ACF)	color
darkgoldenrod (#CF8A11)	color
deepskyblue (#11CFFF)	color
darkturquoise (#11AFCF)	color
blueviolet (#6511CF)	color
gold (#CFDA11)	color
darkturquoise (#11D5CF)	color
mediumblue (#3F11CF)	color
goldenrod (#CFB411)	color
gold (#FACF11)	color
limegreen (#11CF1A)	color
darkgoldenrod (#CF8F11)	color
limegreen (#1FCF11)	color
deepskyblue (#11CFF5)	color
blueviolet (#6A11CF)	color
crimson (#CF1144)	color
goldenrod (#CFCF11)	color
lightseagreen (#11AEAE)	color
deeppink (#DE11AE)	color
firebrick (#AE1116)	color
goldenrod (#E6AE11)	color
lightseagreen (#11AEA6)	color
darkslateblue (#114EAE)	color
forestgreen (#1EAE11)	color
mediumseagreen (#11AE6E)	color
darkcyan (#1186AE)	color
brown (#AE1156)	color
firebrick (#AE3611)	color
lightseagreen (#11BEAE)	color
mediumvioletred (#AE118E)	color
greenyellow (#AEFE11)	color
orange (#F6AE11)	color
lightseagreen (#11C6AE)	color
yellowgreen (#AEC611)	color
deepskyblue (#11AEF6)	color
mediumspringgreen (#11FEAE)	color
darkmagenta (#8E11AE)	color
yellowgreen (#AEBE11)	color
mediumblue (#1136AE)	color
indigo (#5611AE)	color
darkgoldenrod (#AE8611)	color
olivedrab (#6EAE11)	color
forestgreen (#11AE1E)	color
sienna (#AE4E11)	color
darkgoldenrod (#A6AE11)	color
deepskyblue (#11AEE6)	color
mediumblue (#1611AE)	color
darkviolet (#AE11DE)	color
darkgoldenrod (#AEAE11)	color
darkcyan (#118D8D)	color
purple (#77118D)	color
darkviolet (#8D11C2)	color
goldenrod (#D88D11)	color
forestgreen (#118D2D)	color
darkblue (#110C8D)	color
forestgreen (#238D11)	color
dodgerblue (#118DE2)	color
teal (#11578D)	color
purple (#8D116D)	color
olive (#8D9811)	color
darkcyan (#11A28D)	color
darkviolet (#8D11B8)	color
saddlebrown (#8D4D11)	color
darkorange (#EC8D11)	color
darkblue (#11028D)	color
darkred (#8D0211)	color
dodgerblue (#118DEC)	color
teal (#114D8D)	color
mediumvioletred (#B8118D)	color
olive (#8DA211)	color
darkcyan (#11988D)	color
purple (#6D118D)	color
saddlebrown (#8D5711)	color
goldenrod (#E28D11)	color
forestgreen (#118D23)	color
darkred (#8D0C11)	color
forestgreen (#2D8D11)	color
dodgerblue (#118DD8)	color
mediumvioletred (#C2118D)	color
purple (#8D1177)	color
olive (#8D8D11)	color
teal (#116C6C)	color
midnightblue (#11116C)	color
purple (#6C116E)	color
chocolate (#CA6C11)	color
darkcyan (#116CB4)	color
mediumseagreen (#11CB6C)	color
forestgreen (#276C11)	color
darkslategray (#116C56)	color
midnightblue (#11286C)	color
purple (#6C1184)	color
lawngreen (#6CF911)	color
teal (#11866C)	color
blueviolet (#6C11E1)	color
olivedrab (#6C9C11)	color
chocolate (#E36C11)	color
midnightblue (#113F6C)	color
saddlebrown (#6C3F11)	color
dodgerblue (#116CE3)	color
teal (#119C6C)	color
mediumvioletred (#E1116C)	color
olivedrab (#6C8611)	color
springgreen (#11F96C)	color
purple (#84116C)	color
saddlebrown (#6C2811)	color
darkolivegreen (#566C11)	color
forestgreen (#116C27)	color
lawngreen (#6CCB11)	color
darkgoldenrod (#B46C11)	color
royalblue (#116CCA)	color
purple (#6E116C)	color
maroon (#6C1111)	color
olive (#6C6C11)	color
darkslategray (#114B4B)	color
brown (#AA114B)	color
maroon (#4B111A)	color
sienna (#BB4B11)	color
darkslategray (#114B3A)	color
seagreen (#118A4B)	color
darkgreen (#2B4B11)	color
royalblue (#114BCA)	color
springgreen (#11FA4B)	color
indigo (#4B119B)	color
darkolivegreen (#4B5B11)	color
darkslategray (#116A4B)	color
maroon (#4B110B)	color
limegreen (#4BEB11)	color
chocolate (#DA4B11)	color
seagreen (#117B4B)	color
darkolivegreen (#4B7B11)	color
royalblue (#114BDA)	color
limegreen (#11EB4B)	color
midnightblue (#0B114B)	color
darkolivegreen (#4B6A11)	color
darkslategray (#115B4B)	color
brown (#9B114B)	color
lawngreen (#4BFA11)	color
chocolate (#CA4B11)	color
darkslategray (#114B2B)	color
olivedrab (#4B8A11)	color
darkolivegreen (#3A4B11)	color
royalblue (#114BBB)	color
midnightblue (#1A114B)	color
indigo (#4B11AA)	color
darkolivegreen (#4B4B11)	color
darkslategray (#112A2A)	color
maroon (#44112A)	color
mediumblue (#2A11C6)	color
firebrick (#AD2A11)	color
mediumblue (#112AC1)	color
darkslategray (#11492A)	color
black (#302A11)	color
darkslategray (#112A3F)	color
limegreen (#11CB2A)	color
mediumblue (#2A11B2)	color
limegreen (#2ABC11)	color
darkslategray (#114E2A)	color
midnightblue (#2A1135)	color
darkgreen (#2A3A11)	color
firebrick (#D02A11)	color
limegreen (#11B72A)	color
limegreen (#2AB711)	color
mediumblue (#112AD0)	color
darkslategray (#113A2A)	color
black (#35112A)	color
darkgreen (#2A4E11)	color
limegreen (#11BC2A)	color
firebrick (#B2112A)	color
limegreen (#2ACB11)	color
darkslategray (#3F2A11)	color
darkslategray (#112A30)	color
darkgreen (#2A4911)	color
firebrick (#C12A11)	color
mediumblue (#112AAD)	color
firebrick (#C6112A)	color
midnightblue (#2A1144)	color
black (#2A2A11)	color
black (#110909)	color
red (#DD1109)	color
midnightblue (#091172)	color
darkred (#9F0911)	color
midnightblue (#110948)	color
black (#110709)	color
black (#340911)	color
mediumblue (#1109B3)	color
green (#119D09)	color
mediumblue (#0911C9)	color
black (#091E11)	color
darkgreen (#113209)	color
midnightblue (#09115E)	color
green (#098811)	color
firebrick (#C70911)	color
lime (#11F309)	color
lime (#09F311)	color
mediumblue (#1109C7)	color
green (#118809)	color
maroon (#5E1109)	color
darkgreen (#093211)	color
black (#111E09)	color
firebrick (#C91109)	color
green (#099D11)	color
firebrick (#B30911)	color
black (#110934)	color
black (#090711)	color
maroon (#480911)	color
darkblue (#11099F)	color
maroon (#721109)	color
mediumblue (#0911DD)	color
black (#090911)	color
cyan (#11E8E8)	color
blueviolet (#7711E8)	color
crimson (#E8111E)	color
lawngreen (#90E811)	color
darkturquoise (#11E8CF)	color
deepskyblue (#11C6E8)	color
limegreen (#38E811)	color
limegreen (#11E827)	color
dodgerblue (#116EE8)	color
magenta (#E811E0)	color
darkorange (#E87F11)	color
blue (#1116E8)	color
deeppink (#E81188)	color
gold (#E8D711)	color
greenyellow (#BEE811)	color
blue (#1130E8)	color
orangered (#E83011)	color
darkturquoise (#11E8BE)	color
darkturquoise (#11D7E8)	color
blueviolet (#8811E8)	color
red (#E81611)	color
dodgerblue (#117FE8)	color
magenta (#E011E8)	color
chocolate (#E86E11)	color
limegreen (#27E811)	color
limegreen (#11E838)	color
gold (#E8C611)	color
greenyellow (#CFE811)	color
mediumspringgreen (#11E890)	color
blue (#1E11E8)	color
mediumvioletred (#E81177)	color
gold (#E8E811)	color
darkturquoise (#11C7C7)	color
mediumblue (#1011C7)	color
darkviolet (#C711CA)	color
yellowgreen (#82C711)	color
limegreen (#11C756)	color
lightseagreen (#1185C7)	color
limegreen (#3CC711)	color
lightseagreen (#11C79B)	color
mediumblue (#113FC7)	color
magenta (#C711F7)	color
greenyellow (#C7E111)	color
mediumspringgreen (#11FAC7)	color
mediumvioletred (#C711B1)	color
firebrick (#C72611)	color
yellowgreen (#B4C711)	color
royalblue (#116CC7)	color
chocolate (#C76C11)	color
lightseagreen (#11C7B4)	color
mediumblue (#1126C7)	color
darkviolet (#B111C7)	color
greenyellow (#C7FA11)	color
darkturquoise (#11E1C7)	color
deeppink (#F711C7)	color
firebrick (#C73F11)	color
yellowgreen (#9BC711)	color
limegreen (#11C73C)	color
darkgoldenrod (#C78511)	color
limegreen (#56C711)	color
lightseagreen (#11C782)	color
darkviolet (#CA11C7)	color
firebrick (#C71110)	color
goldenrod (#C7C711)	color
lightseagreen (#11A6A6)	color
darkmagenta (#A911A6)	color
mediumvioletred (#A61177)	color
olivedrab (#74A611)	color
dodgerblue (#11A6DC)	color
darkslateblue (#1144A6)	color
forestgreen (#41A611)	color
forestgreen (#11A60F)	color
darkblue (#1111A6)	color
firebrick (#A6110E)	color
saddlebrown (#A64211)	color
mediumspringgreen (#11DEA6)	color
darkviolet (#A611DB)	color
darkgoldenrod (#A67511)	color
darkgoldenrod (#ABA611)	color
lightseagreen (#11A8A6)	color
darkgoldenrod (#A6A811)	color
lightseagreen (#11A6AB)	color
darkcyan (#1175A6)	color
mediumvioletred (#DB11A6)	color
yellowgreen (#A6DE11)	color
darkslateblue (#1142A6)	color
darkblue (#0E11A6)	color
firebrick (#A61111)	color
forestgreen (#0FA611)	color
forestgreen (#11A641)	color
saddlebrown (#A64411)	color
goldenrod (#DCA611)	color
darkcyan (#11A674)	color
darkmagenta (#7711A6)	color
darkmagenta (#A611A9)	color
darkgoldenrod (#A6A611)	color
teal (#118585)	color
indigo (#431185)	color
maroon (#851123)	color
olivedrab (#658511)	color
seagreen (#118563)	color
navy (#110285)	color
forestgreen (#458511)	color
teal (#118583)	color
springgreen (#11E285)	color
brown (#851125)	color
olivedrab (#85A411)	color
lightseagreen (#11C285)	color
maroon (#851104)	color
yellowgreen (#85C411)	color
darkgoldenrod (#A28511)	color
springgreen (#11E485)	color
lawngreen (#85E411)	color
darkcyan (#1185A2)	color
lightseagreen (#11C485)	color
navy (#041185)	color
yellowgreen (#85C211)	color
darkcyan (#11A485)	color
midnightblue (#251185)	color
lawngreen (#85E211)	color
olive (#838511)	color
seagreen (#118545)	color
maroon (#850211)	color
olivedrab (#638511)	color
teal (#118565)	color
midnightblue (#231185)	color
brown (#851143)	color
olive (#858511)	color
darkslategray (#116464)	color
mediumvioletred (#DC1164)	color
blueviolet (#6411CF)	color
darkolivegreen (#576411)	color
royalblue (#1164EA)	color
mediumseagreen (#11C164)	color
darkolivegreen (#496411)	color
dodgerblue (#1164F8)	color
mediumseagreen (#11B464)	color
maroon (#64113C)	color
maroon (#640511)	color
seagreen (#11A664)	color
maroon (#64112E)	color
maroon (#641311)	color
saddlebrown (#986411)	color
midnightblue (#112064)	color
maroon (#642011)	color
teal (#116498)	color
midnightblue (#111364)	color
midnightblue (#2E1164)	color
olivedrab (#64A611)	color
midnightblue (#110564)	color
indigo (#3C1164)	color
olivedrab (#64B411)	color
orangered (#F86411)	color
darkslategray (#116449)	color
olivedrab (#64C111)	color
chocolate (#EA6411)	color
darkslategray (#116457)	color
mediumvioletred (#CF1164)	color
blueviolet (#6411DC)	color
darkolivegreen (#646411)	color
darkslategray (#114343)	color
brown (#761143)	color
indigo (#43117B)	color
darkolivegreen (#494311)	color
midnightblue (#114371)	color
seagreen (#118043)	color
darkolivegreen (#4E4311)	color
midnightblue (#11436C)	color
seagreen (#118543)	color
indigo (#431153)	color
darkolivegreen (#436711)	color
seagreen (#118A43)	color
indigo (#431158)	color
darkolivegreen (#436211)	color
saddlebrown (#8F4311)	color
darkslategray (#115D43)	color
darkolivegreen (#435D11)	color
midnightblue (#11438F)	color
darkslategray (#116243)	color
indigo (#581143)	color
forestgreen (#438A11)	color
darkslategray (#116743)	color
indigo (#531143)	color
forestgreen (#438511)	color
saddlebrown (#6C4311)	color
darkslategray (#11434E)	color
forestgreen (#438011)	color
saddlebrown (#714311)	color
darkslategray (#114349)	color
brown (#7B1143)	color
indigo (#431176)	color
darkolivegreen (#434311)	color
black (#112222)	color
black (#0F1122)	color
black (#221127)	color
black (#3A2211)	color
blue (#1122F8)	color
darkgreen (#113F22)	color
maroon (#522211)	color
mediumblue (#1122E0)	color
darkgreen (#115622)	color
midnightblue (#22116A)	color
limegreen (#22C811)	color
forestgreen (#116E22)	color
midnightblue (#221181)	color
forestgreen (#22B111)	color
saddlebrown (#862211)	color
forestgreen (#119922)	color
forestgreen (#229911)	color
midnightblue (#112286)	color
forestgreen (#11B122)	color
maroon (#811122)	color
forestgreen (#226E11)	color
limegreen (#11C822)	color
maroon (#6A1122)	color
darkgreen (#225611)	color
